Job Number,Borough Name,Count Permits,First Permit Date,Current Date,Age,Permit Expiration Date,Sidewalk Shed/Linear Feet,Construction Material,Current Job Status,BIN Number,Community Board,Latitude Point,Longitude Point,House Number,Street Name,Borough Digit,Block,Lot,Applicant Business Name,ProCert,Source,activity,Commercial
Q01238796-I1,QUEENS,,2025-06-23,2025-07-30,36,2025-10-30,40.0,,Permit Issued,4048141,404,40.73731,-73.85534,60-15,CALLOWAY STREET,4,1956,29,PR,1,DOB NOW,Local Law 11,Other Zoning Districts
Q01238896-I1,QUEENS,,2025-06-16,2025-07-30,43,2026-02-08,94.0,,Permit Entire,4436319,414,40.58881,-73.80931,84-14,ROCKAWAY BEACH BOULEVARD,4,16114,2,JOEL PHAGOO P.E. PLLC,1,DOB NOW,Local Law 11,Other Zoning Districts
Q01238934-I1,QUEENS,,2025-06-16,2025-07-30,43,2026-02-08,85.0,,Permit Entire,4436320,414,40.58881,-73.80931,84-16,ROCKAWAY BEACH BOULEVARD,4,16114,2,JOEL PHAGOO P.E. PLLC,1,DOB NOW,Local Law 11,Other Zoning Districts
Q01238948-I1,QUEENS,,2025-06-16,2025-07-30,43,2026-02-08,96.0,,Permit Entire,4436316,414,40.58881,-73.80931,84-18,ROCKAWAY BEACH BOULEVARD,4,16114,2,JOEL PHAGOO P.E. PLLC,1,DOB NOW,Local Law 11,Other Zoning Districts
Q01238955-I1,QUEENS,,2025-06-16,2025-07-30,43,2026-02-08,109.0,,Permit Entire,4463573,414,40.58881,-73.80931,82-02,ROCKAWAY BEACH BOULEVARD,4,16114,2,JOEL PHAGOO P.E. PLLC,1,DOB NOW,Local Law 11,Other Zoning Districts
Q01238969-I1,QUEENS,,2025-06-17,2025-07-30,42,2026-03-02,35.0,,Permit Entire,4085636,405,40.696,-73.90433,10-03,WYCKOFF AVENUE,4,3552,9,ASHRAF CORP,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
Q01238972-I1,QUEENS,,2025-07-03,2025-07-30,26,2026-02-08,173.0,,Permit Entire,4436315,414,40.58881,-73.80931,81-10,ROCKAWAY BEACH BOULEVARD,4,16114,2,JOEL PHAGOO P.E. PLLC,1,DOB NOW,Local Law 11,Other Zoning Districts
Q01239005-I1,QUEENS,,2025-07-01,2025-07-30,28,2026-02-08,230.0,,Permit Entire,4436314,414,40.58881,-73.80931,81-04,ROCKAWAY BEACH BOULEVARD,4,16114,2,JOEL PHAGOO P.E. PLLC,1,DOB NOW,Local Law 11,Other Zoning Districts
Q01239021-I1,QUEENS,,2025-06-23,2025-07-30,36,2025-08-01,147.0,,Permit Entire,4010264,401,40.76841,-73.9121,24-39,38 STREET,4,654,39,ASHRAF CORP,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
Q01239126-I1,QUEENS,,2025-06-16,2025-07-30,43,2026-02-08,48.0,,Permit Entire,4436311,414,40.58881,-73.80931,81-03,HAMMELS BOULEVARD,4,16114,2,JOEL PHAGOO P.E. PLLC,1,DOB NOW,Local Law 11,Other Zoning Districts
Q01239152-I1,QUEENS,,2025-06-16,2025-07-30,43,2026-02-08,16.0,,Permit Entire,4436309,414,40.58881,-73.80931,81-01,HAMMELS BOULEVARD,4,16114,2,JOEL PHAGOO P.E. PLLC,1,DOB NOW,Local Law 11,Other Zoning Districts
Q01239159-I1,QUEENS,,2025-06-12,2025-07-30,47,2026-02-08,296.0,,Permit Entire,4436312,414,40.58881,-73.80931,81-05,HAMMELS BOULEVARD,4,16114,2,JOEL PHAGOO P.E. PLLC,1,DOB NOW,Local Law 11,Other Zoning Districts
Q01239165-I1,QUEENS,,2025-06-25,2025-07-30,34,2026-02-08,65.0,,Permit Entire,4436310,414,40.58881,-73.80931,82-01,HAMMELS BOULEVARD,4,16114,2,JOEL PHAGOO P.E. PLLC,1,DOB NOW,Local Law 11,Other Zoning Districts
Q01239171-I1,QUEENS,,2025-06-25,2025-07-30,34,2026-02-08,115.0,,Permit Entire,4436313,414,40.58881,-73.80931,82-03,HAMMELS BOULEVARD,4,16114,2,JOEL PHAGOO P.E. PLLC,1,DOB NOW,Local Law 11,Other Zoning Districts
Q01239193-I1,QUEENS,,2025-06-11,2025-07-30,48,2025-12-31,309.0,,Permit Entire,4009057,401,40.76315,-73.92035,34-15,31 AVENUE,4,626,1,CRUICKSHANKS ENGINEERING,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
Q01239524-I1,QUEENS,,2025-06-18,2025-07-30,41,2026-04-01,118.0,,Permit Entire,4029680,403,40.7506,-73.88608,35-33,80 STREET,4,1280,57,ASHRAF CORP,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
Q01240157-I1,QUEENS,,2025-07-16,2025-07-30,13,2026-07-16,233.0,,Permit Entire,4079396,409,40.70526,-73.83288,83-44,LEFFERTS BOULEVARD,4,3322,123,ASR ENGINEERING PC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
Q01240295-I1,QUEENS,,2025-06-12,2025-07-30,47,2025-12-19,23.0,,Permit Entire,4001177,402,40.74484,-73.91592,48-09,43 AVENUE,4,135,5,MJE PROFESSIONAL SERVICES,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
Q01240303-I1,QUEENS,,2025-06-16,2025-07-30,43,2026-05-14,200.0,,Permit Entire,4298300,414,40.60203,-73.75223,19-19,CORNAGA AVENUE,4,15564,40,RIGID STRUCTURAL DESIGN  LLC,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
Q01240332-I1,QUEENS,,2025-06-16,2025-07-30,43,2025-12-19,23.0,,Permit Entire,4001176,402,40.74483,-73.91586,48-11,43 AVENUE,4,135,4,MJE PROFESSIONAL SERVICES,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
Q01240465-I1,QUEENS,,2025-06-13,2025-07-30,46,2025-08-27,610.0,,Permit Entire,4029130,403,40.75164,-73.88892,77-11,35 AVENUE,4,1264,35,MJE PROFESSIONAL SERVICES,1,DOB NOW,Local Law 11,Other Zoning Districts
Q01240611-I1,QUEENS,,2025-06-27,2025-07-30,32,2025-08-24,35.0,,Permit Entire,4443110,405,40.70574,-73.89609,67-11,FRESH POND ROAD,4,3620,6,CONAPAC SERVICES  DBA,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
Q01240742-I1,QUEENS,,2025-06-24,2025-07-30,35,2025-10-06,86.0,,Permit Entire,4029657,403,40.7501,-73.88788,35-45,78 STREET,4,1278,54,RIGID STRUCTURAL DESIGN  LLC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
Q01241708-I1,QUEENS,,2025-06-24,2025-07-30,35,2025-11-23,34.0,,Permit Entire,4047792,404,40.74209,-73.85693,103-34,52 AVENUE,4,1943,15,RIGID STRUCTURAL DESIGN  LLC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
Q01243004-I1,QUEENS,,2025-06-20,2025-07-30,39,2025-10-06,80.0,,Permit Entire,4079401,409,40.70461,-73.8334,118-11,84 AVENUE,4,3322,135,BANGASH ASSOCIATES INC.,1,DOB NOW,Local Law 11,Other Zoning Districts
Q01243054-I1,QUEENS,,2025-06-18,2025-07-30,41,2025-08-29,228.0,,Permit Entire,4171647,411,40.77022,-73.73262,47-27,LITTLE NECK PARKWAY,4,8263,147,RIMKUS,1,DOB NOW,Local Law 11,Other Zoning Districts
Q01243107-I1,QUEENS,,2025-06-18,2025-07-30,41,2025-12-19,39.0,,Permit Entire,4566285,401,40.76099,-73.91881,31-32,38 STREET,4,657,7501,MJE PROFESSIONAL SERVICES,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
Q01243165-I1,QUEENS,,2025-06-20,2025-07-30,39,2025-10-18,85.0,,Permit Entire,4020640,401,40.77517,-73.93112,4-42,26 AVENUE,4,908,12,PAUL PERDEK  PROF. ENG. PLLC,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
Q01243565-I1,QUEENS,,2025-06-23,2025-07-30,36,2025-10-18,122.0,,Permit Entire,4440816,405,40.70931,-73.88342,67-32,METROPOLITAN AVENUE,4,3667,200,PAUL PERDEK  PROF. ENG. PLLC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
Q01244018-I1,QUEENS,,2025-07-01,2025-07-30,28,2025-08-11,300.0,,Permit Entire,4624882,414,40.59404,-73.78301,337,BEACH   52 STREET,4,15843,25,AP PROFESSIONAL ENG PLLC,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
Q01244197-I1,QUEENS,,2025-06-30,2025-07-30,29,2026-06-30,160.0,,Permit Entire,4004940,401,40.75399,-73.93937,23-06,40 AVENUE,4,408,23,ASR ENGINEERING PC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
Q01244302-I1,QUEENS,,2025-06-20,2025-07-30,39,2025-10-29,75.0,,Permit Entire,4623263,401,40.76562,-73.92682,23-60,31 AVENUE,4,569,53,Alsieux Architecture  LLC.,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
Q01244538-I1,QUEENS,,2025-06-24,2025-07-30,35,2025-09-08,26.0,,Permit Entire,4003434,402,40.74569,-73.93289,43-34,32 PLACE,4,245,9,MJE PROFESSIONAL SERVICES,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
Q01244779-I1,QUEENS,,2025-07-03,2025-07-30,26,2026-04-01,64.0,,Permit Entire,4117147,407,40.75443,-73.82291,43-55,KISSENA BOULEVARD,4,5186,7501,RIGID STRUCTURAL DESIGN  LLC,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
Q01245320-I1,QUEENS,,2025-07-10,2025-07-30,19,2025-11-23,20.0,,Permit Entire,4038193,404,40.74293,-73.88376,81-4,BROADWAY,4,1527,7501,RIGID STRUCTURAL DESIGN  LLC,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
Q01246204-I1,QUEENS,,2025-06-26,2025-07-30,33,2026-01-01,30.0,,Permit Entire,4304407,414,40.57862,-73.84922,426,BEACH  129 STREET,4,16210,55,ASHRAF CORP,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
Q01246320-I1,QUEENS,,2025-06-25,2025-07-30,34,2025-09-12,942.0,,Permit Entire,4045396,404,40.7364,-73.87338,8920,55 AVENUE,4,1841,1,RIMKUS,1,DOB NOW,Local Law 11,Other Zoning Districts
Q01246473-I1,QUEENS,,2025-06-26,2025-07-30,33,2026-02-12,30.0,,Permit Entire,4008081,401,40.75611,-73.92759,35-45,33 STREET,4,606,6,ASR ENGINEERING PC,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
Q01246481-I1,QUEENS,,2025-06-30,2025-07-30,29,2026-06-09,50.0,,Permit Entire,4311321,403,40.7497,-73.87008,37-68,JUNCTION BOULEVARD,4,1484,39,ASR ENGINEERING PC,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
Q01247147-I1,QUEENS,,2025-07-07,2025-07-30,22,2025-09-16,48.0,,Permit Entire,4540151,412,40.70702,-73.79771,163-10,89 AVENUE,4,9793,7501,JOEL PHAGOO P.E. PLLC,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
Q01247221-I1,QUEENS,,2025-06-27,2025-07-30,32,2025-09-16,96.0,,Permit Entire,4028983,403,40.752,-73.89202,34-35,74 STREET,4,1261,54,MCHENERY TESTING LAB,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
Q01247966-I1,QUEENS,,2025-07-07,2025-07-30,22,2025-11-03,430.0,,Permit Entire,4035782,403,40.75306,-73.87498,92-11,35 AVENUE,4,1453,34,ASHRAF CORP,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
Q01248221-I1,QUEENS,,2025-06-30,2025-07-30,29,2026-03-02,31.0,,Permit Entire,4000244,402,40.74281,-73.95337,10-13,50 AVENUE,4,42,35,ASHRAF CORP,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
Q01248477-I1,QUEENS,,2025-06-30,2025-07-30,29,2026-06-26,35.0,,Permit Entire,4009986,401,40.76325,-73.9185,30-65,36 STREET,4,651,19,PAUL G. JONES  P.E.,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
Q01248822-I1,QUEENS,,2025-07-01,2025-07-30,28,2026-02-04,96.0,,Permit Entire,4302142,414,40.5974,-73.77364,40-20,BEACH CHANNEL DRIVE,4,15960,60,QUEENS ENGINEERING,1,DOB NOW,Local Law 11,Other Zoning Districts
Q01248830-I1,QUEENS,,2025-07-09,2025-07-30,20,2025-09-15,30.0,,Permit Entire,4114863,407,40.76204,-73.81499,149-20,41 AVENUE,4,5054,31,MJE PROFESSIONAL SERVICES,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
Q01249377-I1,QUEENS,,2025-07-15,2025-07-30,14,2025-10-19,479.0,,Permit Entire,4078025,406,40.71986,-73.84144,109-20,QUEENS BOULEVARD,4,3258,7501,RIGID STRUCTURAL DESIGN  LLC,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
Q01249987-I1,QUEENS,,2025-07-18,2025-07-30,11,2025-11-01,573.0,,Permit Entire,4625302,401,40.75687,-73.94376,38-80,11 STREET,4,474,1,PAUL PERDEK  PROF. ENG. PLLC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
Q01250113-I1,QUEENS,,2025-07-10,2025-07-30,19,2026-03-02,50.0,,Permit Entire,4534014,404,40.74626,-73.8897,40-24,76 STREET,4,1486,7501,ASHRAF CORP,1,DOB NOW,Local Law 11,Commercial District/Overlay
Q01250195-I1,QUEENS,,2025-07-08,2025-07-30,21,2026-02-28,170.0,,Permit Entire,4173557,411,40.76509,-73.72354,5515,LITTLENECK PARKWAY,4,8400,24,LAWSON CHRISTIAN,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
Q01250794-I1,QUEENS,,2025-07-07,2025-07-30,22,2026-01-01,30.0,,Permit Entire,4018088,401,40.77442,-73.91792,26-09,24 AVENUE,4,854,4,ASHRAF CORP,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
Q01251545-I1,QUEENS,,2025-07-07,2025-07-30,22,2026-01-01,30.0,,Permit Entire,4016545,401,40.77425,-73.90757,36-13,DITMARS BOULEVARD,4,823,163,ASHRAF CORP,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
Q01251547-I1,QUEENS,,2025-07-07,2025-07-30,22,2026-01-01,30.0,,Permit Entire,4008861,401,40.7588,-73.92389,32-74,35 STREET,4,622,74,ASHRAF CORP,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
Q01252410-I1,QUEENS,,2025-07-11,2025-07-30,18,2025-08-01,68.0,,Permit Entire,4048557,404,40.74941,-73.86206,103-19,41 AVENUE,4,1975,9,ASHRAF CORP,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
Q01253853-I1,QUEENS,,2025-07-10,2025-07-30,19,2026-01-06,464.0,,Permit Entire,4434609,408,40.72189,-73.76104,204-15,FOOTHILL AVENUE,4,10535,50,OSPINO ENGINEERING PLLC,1,DOB NOW,Local Law 11,Other Zoning Districts
Q01254057-I1,QUEENS,,2025-07-14,2025-07-30,15,2025-08-01,73.0,,Permit Entire,4077260,406,40.7142,-73.8505,70-25,KESSEL STREET,4,3225,4,ASHRAF CORP,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
Q01254163-I1,QUEENS,,2025-07-14,2025-07-30,15,2025-12-19,18.0,,Permit Entire,4137256,411,40.76292,-73.778,39-16,208 STREET,4,6214,22,MJE PROFESSIONAL SERVICES,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
Q01254393-I1,QUEENS,,2025-07-14,2025-07-30,15,2025-09-05,105.0,,Permit Entire,4210134,412,40.71029,-73.79334,168-42,HILLSIDE AVENUE,4,9822,32,ASR ENGINEERING PC,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
Q01254418-I1,QUEENS,,2025-07-16,2025-07-30,13,2025-11-01,145.0,,Permit Entire,4075227,406,40.72296,-73.84841,104-70,QUEENS BOULEVARD,4,3175,70,HC PEC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
Q01254469-I1,QUEENS,,2025-07-15,2025-07-30,14,2025-12-31,20.0,,Permit Entire,4437824,405,40.69531,-73.89989,16-63,CODY AVENUE,4,3556,61,PATUXENT ENGINEERING  LLC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
Q01254986-I1,QUEENS,,2025-07-14,2025-07-30,15,2026-03-02,95.0,,Permit Entire,4001290,402,40.7438,-73.91506,43-22,50 STREET,4,138,40,ASHRAF CORP,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
Q01255342-I1,QUEENS,,2025-07-15,2025-07-30,14,2026-03-01,165.0,,Permit Entire,4001303,402,40.74359,-73.91606,43-34,49 STREET,4,139,35,AP PROFESSIONAL ENG PLLC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
Q01255796-I1,QUEENS,,2025-07-18,2025-07-30,11,2026-07-18,145.0,,Permit Entire,4268525,412,40.68371,-73.77021,120-20,MERRICK BOULEVARD,4,12392,43,ASR ENGINEERING PC,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
Q01256817-I1,QUEENS,,2025-07-21,2025-07-30,8,2025-09-10,45.0,,Permit Entire,4053026,402,40.73891,-73.91984,48-12,46 STREET,4,2289,36,ASR ENGINEERING PC,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
Q01257187-I1,QUEENS,,2025-07-17,2025-07-30,12,2026-01-01,29.0,,Permit Entire,4030203,402,40.74546,-73.89864,39-19,65 PLACE,4,1298,18,ASHRAF CORP,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
Q01257284-I1,QUEENS,,2025-07-23,2025-07-30,6,2025-08-01,309.0,,Permit Entire,4051274,406,40.72615,-73.85003,103-25,68 AVENUE,4,2136,51,ASHRAF CORP,1,DOB NOW,Local Law 11,Commercial District/Overlay
Q01257946-I1,QUEENS,,2025-07-28,2025-07-30,1,2026-04-01,148.0,,Permit Entire,4001289,402,40.74405,-73.91502,43-12,50 STREET,4,138,25,RIGID STRUCTURAL DESIGN  LLC,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
Q01258223-I1,QUEENS,,2025-07-22,2025-07-30,7,2025-10-08,121.0,,Permit Entire,4298444,414,40.60222,-73.74599,707,BEACH    9 STREET,4,15572,1,ASHRAF CORP,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
Q01258460-I1,QUEENS,,2025-07-21,2025-07-30,8,2025-10-06,25.0,,Permit Entire,4006829,401,40.76984,-73.92338,2514,NEWTOWN AVENUE,4,574,6,BANGASH ASSOCIATES INC.,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
Q01258854-I1,QUEENS,,2025-07-22,2025-07-30,7,2025-08-09,297.0,,Permit Entire,4112390,407,40.7626,-73.82842,136-75,37 AVENUE,4,4977,7501,MJE PROFESSIONAL SERVICES,1,DOB NOW,Local Law 11,Commercial District/Overlay
Q01258913-I1,QUEENS,,2025-07-25,2025-07-30,4,2026-03-02,226.0,,Permit Entire,4004741,401,40.75526,-73.94078,39-47,21 STREET,4,392,1,ASHRAF CORP,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
Q01259627-I1,QUEENS,,2025-07-29,2025-07-30,0,2025-10-06,185.0,,Permit Entire,4011016,401,40.75864,-73.91891,40-02,BROADWAY,4,676,45,RIGID STRUCTURAL DESIGN  LLC,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
Q01260380-I1,QUEENS,,2025-07-25,2025-07-30,4,2026-03-31,60.0,,Permit Entire,4280262,412,40.67272,-73.75919,185-11,140 AVENUE,4,13024,95,AP PROFESSIONAL ENG PLLC,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
Q01260593-I1,QUEENS,,2025-07-28,2025-07-30,1,2026-03-31,50.0,,Permit Entire,4216245,412,40.70581,-73.79336,166-12,JAMAICA AVENUE,4,10156,6,PAUL PERDEK  PROF. ENG. PLLC,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
Q01261246-I1,QUEENS,,2025-07-29,2025-07-30,0,2025-08-31,216.0,,Permit Entire,4430811,401,40.7639,-73.93422,33-64,21 STREET,4,528,50,BITOPI CONSULTANTS LLC,1,DOB NOW,Local Law 11,Other Zoning Districts
Q01261300-I1,QUEENS,,2025-07-25,2025-07-30,4,2025-10-06,48.0,,Permit Entire,4207777,408,40.71191,-73.81721,141-05,PERSHING CRESCENT,4,9714,18,BANGASH ASSOCIATES INC.,1,DOB NOW,Local Law 11,Other Zoning Districts
Q01261314-I1,QUEENS,,2025-07-25,2025-07-30,4,2025-12-19,240.0,,Permit Entire,4077929,406,40.71881,-73.842,72-22,AUSTIN STREET,4,3255,50,MJE PROFESSIONAL SERVICES,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
Q07995033-I1,QUEENS,,2022-08-31,2025-07-30,1063,2025-08-09,96.0,,Permit Entire,4434845,410,40.6679,-73.84665,88-12,151 AVENUE,4,11434,7,ENTHINK ENGINEERING LLC,1,DOB NOW,Local Law 11,Other Zoning Districts
Q07997590-I1,QUEENS,,2022-09-12,2025-07-30,1051,2025-09-09,139.0,,Permit Entire,4433427,411,40.76238,-73.77104,213-02,42 AVENUE,4,6284,7501,ENTHINK ENGINEERING LLC,1,DOB NOW,Local Law 11,Commercial District/Overlay
Q07998581-I1,QUEENS,,2022-10-25,2025-07-30,1008,2025-11-01,8.0,,Permit Entire,4105232,407,40.7862,-73.81734,147-27,15 DRIVE,4,4647,1,NYMS CONSULTING LLC,0,DOB NOW,Construction or Maintenance,Other Zoning Districts
Q07999511-I1,QUEENS,,2022-09-13,2025-07-30,1050,2025-09-13,258.0,,Permit Entire,4625056,401,40.75363,-73.92918,37-04,34 STREET,4,375,20,ASHRAF CORP,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
Q08002172-I1,QUEENS,,2023-03-16,2025-07-30,866,2025-12-31,1228.0,,Permit Entire,4006046,401,40.77092,-73.92909,14-14,29 AVENUE,4,537,14,AK CONSULTING SERVICES  INC,0,DOB NOW,Construction or Maintenance,Other Zoning Districts
Q08004047-I1,QUEENS,,2024-02-05,2025-07-30,540,2025-08-10,956.0,,Permit Entire,4231378,413,40.72066,-73.73134,222-14,JAMAICA AVENUE,4,10813,5,AK CONSULTING SERVICES  INC,0,DOB NOW,Construction or Maintenance,Other Zoning Districts
Q08006434-I1,QUEENS,,2022-12-13,2025-07-30,959,2025-12-04,1279.0,,Permit Entire,4212425,412,40.71282,-73.77968,88-15,182 STREET,4,9919,6,TRIANGLE INSP & TEST SER INC.,0,DOB NOW,Construction or Maintenance,Other Zoning Districts
Q08022154-I1,QUEENS,,2022-11-02,2025-07-30,1000,2025-10-21,1300.0,,Permit Entire,4243743,413,40.69803,-73.74014,218-01,116 AVENUE,4,11300,1,AME SERVICES INC.,0,DOB NOW,Construction or Maintenance,Other Zoning Districts
Q08022320-I1,QUEENS,,2022-10-19,2025-07-30,1014,2025-09-30,460.0,,Permit Entire,4624423,402,40.74758,-73.93896,42-06,ORCHARD STREET,4,265,13,G. BLINN CONSULTING  LLC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
Q08026538-I1,QUEENS,,2022-10-28,2025-07-30,1005,2025-10-30,120.0,,Permit Entire,4005094,402,40.74934,-73.94097,42-38,27 STREET,4,430,16,PR,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
Q08029795-I1,QUEENS,,2023-08-10,2025-07-30,719,2026-03-18,34.0,,Permit Entire,4190727,410,40.67696,-73.8468,90-15,SUTTER AVENUE,4,9155,25,360 ENGINEERING P.C.,0,DOB NOW,Construction or Maintenance,Other Zoning Districts
Q08031523-I1,QUEENS,,2022-11-04,2025-07-30,998,2026-05-08,35.0,,Permit Entire,4008022,401,40.75695,-73.92869,35-36,32 STREET,4,604,39,ASR ENGINEERING PC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
Q08033785-I1,QUEENS,,2022-11-03,2025-07-30,999,2025-08-10,107.0,,Permit Entire,4001289,402,40.74405,-73.91502,43-12,50 STREET,4,138,25,URBAN INTEGRATIONS LLC,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
Q08036161-I1,QUEENS,,2022-11-09,2025-07-30,993,2026-01-10,307.0,,Permit Entire,4446865,410,40.66703,-73.849,84-39,153 AVENUE,4,11431,7501,ASR ENGINEERING PC,1,DOB NOW,Local Law 11,Other Zoning Districts
Q08037764-I1,QUEENS,,2022-11-10,2025-07-30,992,2025-11-01,368.0,,Permit Entire,4029767,403,40.74855,-73.89353,72-10,37 AVENUE,4,1283,1,ENTHINK ENGINEERING LLC,1,DOB NOW,Local Law 11,Other Zoning Districts
Q08038434-I1,QUEENS,,2022-11-11,2025-07-30,991,2025-08-29,51.0,,Permit Entire,4005806,401,40.76647,-73.93312,31-65,14 STREET,4,531,30,ARQUITECTURA VARELA,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
Q08038943-I1,QUEENS,,2022-11-12,2025-07-30,990,2025-08-05,90.0,,Permit Entire,4080105,409,40.70976,-73.82978,82-67,AUSTIN STREET,4,3353,1,ASHRAF CORP,1,DOB NOW,Local Law 11,Other Zoning Districts
Q08041867-I1,QUEENS,,2022-12-03,2025-07-30,969,2025-10-30,29.0,,Permit Entire,4005558,401,40.77265,-73.93167,8-23,ASTORIA BOULEVARD,4,509,21,PR,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
Q08041909-I1,QUEENS,,2022-12-05,2025-07-30,967,2025-10-30,64.0,,Permit Entire,4616337,401,40.77261,-73.93145,8-29,ASTORIA BOULEVARD,4,509,18,PR,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
Q08046282-I1,QUEENS,,2022-11-29,2025-07-30,973,2025-11-16,105.0,,Permit Entire,4166895,413,40.72867,-73.73562,222-89,BRADDOCK AVENUE,4,7968,31,ASR ENGINEERING PC,1,DOB NOW,Local Law 11,Other Zoning Districts
Q08047315-I1,QUEENS,,2022-12-09,2025-07-30,963,2025-11-25,253.0,,Permit Entire,4208741,408,40.71308,-73.80756,84-35,152 STREET,4,9749,36,KZ ENGINEERING  PC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
Q08047709-I1,QUEENS,,2022-12-20,2025-07-30,952,2025-12-15,950.0,,Permit Entire,4226839,413,40.72008,-73.74638,213-10,92 AVENUE,4,10626,1,AME SERVICES INC.,0,DOB NOW,Construction or Maintenance,Other Zoning Districts
Q08049448-I1,QUEENS,,2022-12-07,2025-07-30,965,2025-11-13,504.0,,Permit Entire,4079666,409,40.71209,-73.83435,80-15,GRENFELL STREET,4,3335,8,MJE PROFESSIONAL SERVICES,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
Q08050043-I1,QUEENS,,2023-01-11,2025-07-30,930,2026-04-13,1250.0,,Permit Entire,4467711,414,40.59374,-73.7613,160,BEACH   29 STREET,4,15820,1,AME SERVICES INC.,0,DOB NOW,Construction or Maintenance,Other Zoning Districts
Q08053970-I1,QUEENS,,2023-01-19,2025-07-30,922,2025-11-11,301.0,,Permit Entire,4290116,413,40.65264,-73.73561,253-50,149 AVENUE,4,13655,1,AK CONSULTING SERVICES  INC,0,DOB NOW,Construction or Maintenance,Other Zoning Districts
Q08054506-I1,QUEENS,,2022-12-20,2025-07-30,952,2026-01-10,110.0,,Permit Entire,4192903,409,40.70344,-73.8331,84-25,118 STREET,4,9234,44,GEIGER E&A GROUP CORP.,1,DOB NOW,Local Law 11,Other Zoning Districts
S00254362-I1,STATEN ISLAND,,2019-10-30,2025-07-30,2099,2026-01-24,59.0,,Permit Entire,5109513,502,40.59534,-74.0793,121,NORWAY AVENUE,5,3243,100,IKRA CONSULTING LLC,1,DOB NOW,Local Law 11,Other Zoning Districts
